No,nama_hotel,kelurahan,kecamatan,bintang,jumlah_kamar,jumlah_tempat_tidur,jan_wisman,jan_wisnus,feb_wisman,feb_wisnus,mar_wisman,mar_wisnus,apr_wisman,apr_wisnus,mei_wisman,mei_wisnus,jun_wisman,jun_wisnus,jul_wisman,jul_wisnus,ags_wisman,ags_wisnus,sep_wisman,sep_wisnus,okt_wisman,okt_wisnus,nov_wisman,nov_wisnus,des_wisman,des_wisnus,total_wisman,total_wisnus,total_wisatawan,jan_kmr,jan_pax,feb_kmr,feb_pax,mar_kmr,mar_pax,apr_kmr,apr_pax,mei_kmr,mei_pax,jun_kmr,jun_pax,jul_kmr,jul_pax,ags_kmr,ags_pax,sep_kmr,sep_pax,okt_kmr,okt_pax,nov_kmr,nov_pax,des_kmr,des_pax,kamar_terjual,total_malam_tamu,jan_rm_ava,jan_occ,feb_rm_ava,feb_occ,mar_rm_ava,mar_occ,apr_rm_ava,apr_occ,mei_rm_ava,mei_occ,jun_rm_ava,jun_occ,jul_rm_ava,jul_occ,ags_rm_ava,ags_occ,sep_rm_ava,sep_occ,okt_rm_ava,okt_occ,nov_rm_ava,nov_occ,des_rm_ava,des_occ,rata_rata_occ,tahun
125,GRAND SENYIUR HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,181,221,703,3.201,34,3.256,6,1.653,0,1.864,0,2.122,58,2.682,91,453,62,751,60,2.543,62,3.855,60,4.530,0,0,1.136,26.910,28.046,3.916,3.904,3.175,3.290,1.380,1.659,1.099,1.864,1.233,2.122,1.701,2.740,401,544,564,813,1.600,2.603,2.263,3.917,2.695,4.590,0,0,20.027,28.046,5.611,"69,79",5.068,"62,65",5.611,"24,59",5.430,"20,24",5.611,"21,97",5.430,"31,33",5.611,"7,15",5.611,"10,05",5.430,"29,47",5.611,"40,33",5.430,"49,63",5.611,"0,00","30,60",2021
126,NOVOTEL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,198,267,192,3.089,163,2.267,144,4.176,495,3.885,740,3.765,374,3.521,173,2.768,71,2.808,3.831,96,4.232,116,111,4.479,51,4.663,10.577,35.633,46.210,3.281,3.281,2.430,2.430,4.320,4.320,4.380,4.380,4.502,4.505,3.895,3.895,2.941,2.941,2.879,2.879,3.927,3.927,4.348,4.348,4.590,4.590,4.714,4.714,46.207,46.210,6.138,"53,45",5.544,"43,83",6.138,"70,38",5.940,"73,74",6.138,"73,35",5.940,"65,57",6.138,"47,91",6.138,"46,90",5.940,"66,11",6.138,"70,84",5.940,"77,27",6.138,"76,80","63,85",2021
127,GRAND JATRA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 5,215,296,4,2.513,4,3.911,11,4.119,6,3.738,22,2.564,22,4.509,62,1.050,31,2.043,5,4.739,5,4.739,0,5.090,3,5.277,175,44.292,44.467,2.517,2.517,1.807,3.915,4.130,4.130,3.773,3.744,2.450,2.586,4.792,4.531,1.202,1.112,2.134,2.074,4.899,4.744,4.899,4.744,5.330,5.090,5.460,5.280,43.393,44.467,6.665,"37,76",6.020,"30,02",6.665,"61,97",6.450,"58,50",6.665,"36,76",6.450,"74,29",6.665,"18,03",6.665,"32,02",6.450,"75,95",6.665,"73,50",6.450,"82,64",6.665,"81,92","55,28",2021
128,FOUR POINS,Sepinggan Raya,Balikpapan Selatan,Bintang 4,138,168,8,2.543,5,2.588,6,3.186,9,3.358,12,3.075,14,3.805,8,1.612,15,3.081,20,3.983,15,4.649,17,4.979,23,5.447,152,42.306,42.458,2.368,2.551,2.484,2.593,3.042,3.192,3.188,3.367,2.818,3.087,3.415,3.819,1.436,1.620,2.508,3.096,3.180,4.003,3.416,4.664,3.495,4.996,3.737,5.470,35.087,42.458,4.278,"55,35",3.864,"64,29",4.278,"71,11",4.140,"77,00",4.278,"65,87",4.140,"82,49",4.278,"33,57",4.278,"58,63",4.140,"76,81",4.278,"79,85",4.140,"84,42",4.278,"87,35","69,73",2021
129,PLATINUM HOTEL,Graha Indah,Balikpapan Utara,Bintang 4,200,312,184,6.140,340,4.248,411,4.965,82,2.685,54,2.879,55,3.274,76,1.705,74,2.115,52,3.925,34,5.071,60,5.138,35,5.219,1.457,47.364,48.821,2.683,6.324,2.454,4.588,2.945,5.376,3.697,2.767,2.769,2.933,3.129,3.329,2.034,1.781,1.751,2.189,2.881,3.977,3.933,5.105,3.159,5.198,4.241,5.254,35.676,48.821,6.200,"43,27",5.600,"43,82",6.200,"47,50",6.000,"61,62",6.200,"44,66",6.000,"52,15",6.200,"32,81",6.200,"28,24",6.000,"48,02",6.200,"63,44",6.000,"52,65",6.200,"68,40","48,88",2021
130,BLUE SKY,Marga Sari,Balikpapan Barat,Bintang 4,122,140,16,6.654,17,3.210,10,4.496,11,3.858,15,3.456,5,3.767,4,3.171,0,2.793,5,3.354,0,3.414,3,3.544,2,3.761,88,45.478,45.566,2.166,6.670,2.584,3.227,3.644,4.506,2.905,3.869,2.312,3.471,2.406,3.772,2.755,3.175,2.793,2.793,3.359,3.359,3.414,3.414,3.547,3.547,3.763,3.763,35.648,45.566,3.782,"57,27",3.416,"75,64",3.782,"96,35",3.660,"79,37",3.782,"61,13",3.660,"65,74",3.782,"72,85",3.782,"73,85",3.660,"91,78",3.782,"90,27",3.660,"96,91",3.782,"99,50","80,05",2021
131,PENTACITY HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,80,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.480,"0,00",2.240,"0,00",2.480,"0,00",2.400,"0,00",2.480,"0,00",2.400,"0,00",2.480,"0,00",2.480,"0,00",2.400,"0,00",2.480,"0,00",2.400,"0,00",2.480,"0,00","0,00",2021
132,GRAND TJKORO,Sepinggan Raya,Balikpapan Selatan,Bintang 4,148,224,86,2.809,15,2.204,34,3.524,52,3.389,16,3.479,35,4.200,32,1.977,24,2.796,28,3.442,15,4.760,81,5.129,61,4.950,479,42.659,43.138,2.012,2.895,1.560,2.219,2.329,3.558,2.351,3.441,2.348,3.495,2.871,4.235,0,2.009,1.929,2.820,2.312,3.470,3.209,4.775,3.446,5.210,3.267,5.011,27.634,43.138,4.588,"43,85",4.144,"37,64",4.588,"50,76",4.440,"52,95",4.588,"51,18",4.440,"64,66",4.588,"0,00",4.588,"42,04",4.440,"52,07",4.588,"69,94",4.440,"77,61",4.588,"71,21","51,16",2021
133,HORISON ULTIMA,Sepinggan,Balikpapan Selatan,Bintang 4,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.030,"0,00",3.640,"0,00",4.030,"0,00",3.900,"0,00",4.030,"0,00",3.900,"0,00",4.030,"0,00",4.030,"0,00",3.900,"0,00",4.030,"0,00",3.900,"0,00",4.030,"0,00","0,00",2021
134,GOLDEN TULIP HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,104,5.084,21,3.449,189,11.606,52,5.322,30,5.543,77,7.429,100,3.326,30,3.935,89,6.586,76,7.900,75,7.876,86,8.542,929,76.598,77.527,2.583,5.188,2.122,3.470,6.932,11.795,2.970,5.374,3.048,5.573,3.877,7.506,2.121,3.426,2.601,3.965,3.657,6.675,3.929,7.976,3.817,7.951,3.979,8.628,41.636,77.527,4.650,"55,55",4.200,"50,52",4.650,"149,08",4.500,"66,00",4.650,"65,55",4.500,"86,16",4.650,"45,61",4.650,"55,94",4.500,"81,27",4.650,"84,49",4.500,"84,82",4.650,"85,57","75,88",2021
135,SWISS BELL HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,230,350,8,4.086,9,2.579,14,5.748,6,6.609,5,6.154,6,8.162,4,3.392,8,3.673,0,0,0,0,0,0,0,0,60,40.403,40.463,2.601,4.094,1.614,2.588,3.565,5.762,4.047,6.615,3.662,6.159,4.978,8.168,1.999,3.396,2.178,3.681,0,0,0,0,0,0,0,0,24.644,40.463,7.130,"36,48",6.440,"25,06",7.130,"50,00",6.900,"58,65",7.130,"51,36",6.900,"72,14",7.130,"28,04",7.130,"30,55",6.900,"0,00",7.130,"0,00",6.900,"0,00",7.130,"0,00","29,36",2021
136,GRAND TIGA MUSTIKA HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 4,116,196,0,0,0,0,0,0,0,0,0,0,0,90,0,102,0,156,0,0,0,0,0,0,0,0,0,348,348,0,0,0,0,0,0,0,0,,0,56,90,56,102,92,156,0,0,0,0,0,0,0,0,204,348,3.596,"0,00",3.248,"0,00",3.596,"0,00",3.480,"0,00",3.596,"0,00",3.480,"1,61",3.596,"1,56",3.596,"2,56",3.480,"0,00",3.596,"0,00",3.480,"0,00",3.596,"0,00","0,48",2021
137,ASTARA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,663,673,17,3.967,4,2.881,2,4.951,3,4.607,5,5.470,1,6.423,11,2.708,11,2.458,5,4.485,10,7.782,12,8.256,6,11.032,87,65.020,65.107,1.984,3.984,1.760,2.885,2.581,4.953,2.334,4.610,2.948,5.475,3.370,6.424,1.455,2.719,1.340,2.469,2.466,4.490,3.940,7.792,4.369,8.268,5.173,11.038,33.720,65.107,20.553,"9,65",18.564,"9,48",20.553,"12,56",19.890,"11,73",20.553,"14,34",19.890,"16,94",20.553,"7,08",20.553,"6,52",19.890,"12,40",20.553,"19,17",19.890,"21,97",20.553,"25,17","13,92",2021
138,MENARA BAHTERA,Klandasan Ilir,Balikpapan Kota,Bintang 4,182,252,0,3.998,0,3.315,0,3.731,0,3.247,2,3.376,0,3.696,0,1.642,0,4.770,0,5.569,0,4.622,0,2.455,0,1.950,2,42.371,42.373,3.998,3.998,3.305,3.315,3.518,3.731,3.038,3.247,2.707,3.378,3.021,3.696,1.520,1.642,4.325,4.770,5.117,5.569,4.166,4.622,2.156,2.455,1.770,1.950,38.641,42.373,5.642,"70,86",5.096,"64,85",5.642,"62,35",5.460,"55,64",5.642,"47,98",5.460,"55,33",5.642,"26,94",5.642,"76,66",5.460,"93,72",5.642,"73,84",5.460,"39,49",5.642,"31,37","58,25",2021
139,THE NEW BENAKUTAI,Klandasan Ilir,Balikpapan Kota,Bintang 4,91,136,0,1.644,0,1.512,0,2.144,0,1.958,0,2.164,0,1.932,0,1.376,0,1.500,0,1.634,0,2.986,0,2.038,0,3.232,0,24.120,24.120,822,1.644,756,1.512,1.072,2.144,979,1.958,1.082,2.164,966,1.932,688,1.376,750,1.500,817,1.634,1.493,2.986,1.019,2.038,1.616,3.232,12.060,24.120,2.821,"29,14",2.548,"29,67",2.821,"38,00",2.730,"35,86",2.821,"38,36",2.730,"35,38",2.821,"24,39",2.821,"26,59",2.730,"29,93",2.821,"52,92",2.730,"37,33",2.821,"57,28","36,24",2021
140,ANDHIKA BAHTERA HOTEL,Marga Sari,Balikpapan Barat,Bintang 3,155,205,0,1.678,2,832,0,990,3,3.605,2,2.461,2,2.581,0,2.709,0,2.406,3,3.452,7,3.623,0,1.701,0,1.903,19,27.941,27.960,29,1.678,21,834,26,990,24,3.608,33,2.463,0,2.583,13,2.709,16,2.406,26,3.455,35,3.630,36,1.701,0,1.903,259,27.960,4.805,"0,60",4.340,"0,48",4.805,"0,54",4.650,"0,52",4.805,"0,69",4.650,"0,00",4.805,"0,27",4.805,"0,33",4.650,"0,56",4.805,"0,73",4.650,"0,77",4.805,"0,00","0,46",2021
141,GRAND TAN HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.650,"0,00",4.200,"0,00",4.650,"0,00",4.500,"0,00",4.650,"0,00",4.500,"0,00",4.650,"0,00",4.650,"0,00",4.500,"0,00",4.650,"0,00",4.500,"0,00",4.650,"0,00","0,00",2021
142,LE GRANDEUR HOTEL,DAMAI,Balikpapan Selatan,Bintang 4,185,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.735,"0,00",5.180,"0,00",5.735,"0,00",5.550,"0,00",5.735,"0,00",5.550,"0,00",5.735,"0,00",5.735,"0,00",5.550,"0,00",5.735,"0,00",5.550,"0,00",5.735,"0,00","0,00",2021
143,HER HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,154,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.774,"0,00",4.312,"0,00",4.774,"0,00",4.620,"0,00",4.774,"0,00",4.620,"0,00",4.774,"0,00",4.774,"0,00",4.620,"0,00",4.774,"0,00",4.620,"0,00",4.774,"0,00","0,00",2021
144,QUEST HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 3,99,143,127,2.467,22,2.036,21,3.223,48,2.723,7,2.516,26,3.010,3,1.960,14,2.139,9,2.686,12,2.969,13,3.320,0,3.623,302,32.672,32.974,1.437,2.594,1.260,2.058,1.883,3.244,1.509,2.771,1.378,2.523,1.697,3.036,1.477,1.963,1.698,2.153,1.907,2.695,2.105,2.981,2.152,3.333,2.196,3.623,20.699,32.974,3.069,"46,82",2.772,"45,45",3.069,"61,36",2.970,"50,81",3.069,"44,90",2.970,"57,14",3.069,"48,13",3.069,"55,33",2.970,"64,21",3.069,"68,59",2.970,"72,46",3.069,"71,55","57,23",2021
145,NEO+ HOTEL,Gn. Sari Ulu,Balikpapan Tengah,Bintang 3,109,159,0,4.185,0,3.725,0,4.645,0,3.654,0,3.892,0,4.596,0,4.090,0,4.085,0,4.997,0,5.278,0,5.256,0,5.281,0,53.684,53.684,2.427,4.185,2.109,3.725,2.633,4.645,2.324,3.654,2.211,3.892,2.733,4.596,2.360,4.090,2.483,4.085,2.757,4.997,2.930,5.278,2.872,5.256,2.832,5.281,30.671,53.684,3.379,"71,83",3.052,"69,10",3.379,"77,92",3.270,"71,07",3.379,"65,43",3.270,"83,58",3.379,"69,84",3.379,"73,48",3.270,"84,31",3.379,"86,71",3.270,"87,83",3.379,"83,81","77,08",2021
146,D'PRIMA HOTEL,Damai,Balikpapan Selatan,Bintang 3,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.263,"0,00",2.044,"0,00",2.263,"0,00",2.190,"0,00",2.263,"0,00",2.190,"0,00",2.263,"0,00",2.263,"0,00",2.190,"0,00",2.263,"0,00",2.190,"0,00",2.263,"0,00","0,00",2021
147,PACIFIC HOTEL,Gn. sari Ilir,Balikpapan Tengah,Bintang 3,101,159,5,927,0,708,0,968,0,959,1,973,2,870,0,772,0,867,0,1.083,0,1.140,2,1.076,0,0,10,10.343,10.353,724,932,568,708,789,968,786,959,789,974,708,872,654,772,749,867,850,1.083,858,1.140,811,1.078,0,0,8.286,10.353,3.131,"23,12",2.828,"20,08",3.131,"25,20",3.030,"25,94",3.131,"25,20",3.030,"23,37",3.131,"20,89",3.131,"23,92",3.030,"28,05",3.131,"27,40",3.030,"26,77",3.131,"0,00","22,50",2021
148,WHIZ PRIME HOTEL,Damai,Balikpapan Kota,Bintang 3,27,37,0,4.319,0,3.568,0,4.871,2,4.533,0,4.472,0,5.328,0,4.215,0,5.225,0,5.218,0,6.028,0,5.459,0,5.640,2,58.876,58.878,2.496,4.319,2.061,3.568,2.729,4.871,2.741,4.535,2.619,4.472,3.268,5.328,2.559,4.215,2.943,5.225,3.271,5.218,3.778,6.028,3.735,5.459,3.822,5.640,36.022,58.878,837,"298,21",756,"272,62",837,"326,05",810,"338,40",837,"312,90",810,"403,46",837,"305,73",837,"351,61",810,"403,83",837,"451,37",810,"461,11",837,"456,63","365,16",2021
149,BDI TOWN HOUSE,Gn. Bahagia,Balikpapan Selatan,Bintang 3,85,170,149,364,112,542,124,380,150,328,157,337,118,525,79,387,64,292,62,252,63,391,66,274,0,0,1.144,4.072,5.216,256,513,327,654,251,504,239,478,247,494,322,643,233,466,152,356,157,314,224,454,167,340,0,0,2.575,5.216,2.635,"9,72",2.380,"13,74",2.635,"9,53",2.550,"9,37",2.635,"9,37",2.550,"12,63",2.635,"8,84",2.635,"5,77",2.550,"6,16",2.635,"8,50",2.550,"6,55",2.635,"0,00","8,35",2021
150,IBIS HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,155,237,23,3.429,5,3.082,5,3.867,16,3.349,3,2.997,4,3.412,10,2.923,2,3.335,0,3.907,4,4.049,9,3.988,0,0,81,38.338,38.419,3.452,3.452,3.087,3.087,3.872,3.872,3.354,3.365,3.000,3.000,3.416,3.416,2.933,2.933,3.337,3.337,3.907,3.907,4.053,4.053,3.997,3.997,0,0,38.408,38.419,4.805,"71,84",4.340,"71,13",4.805,"80,58",4.650,"72,13",4.805,"62,43",4.650,"73,46",4.805,"61,04",4.805,"69,45",4.650,"84,02",4.805,"84,35",4.650,"85,96",4.805,"0,00","68,03",2021
151,SWISS BELL INN,Damai,Balikpapan Kota,Bintang 3,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.038,"0,00",2.744,"0,00",3.038,"0,00",2.940,"0,00",3.038,"0,00",2.940,"0,00",3.038,"0,00",3.038,"0,00",2.940,"0,00",3.038,"0,00",2.940,"0,00",3.038,"0,00","0,00",2021
152,ZURICH HOTEL,Damai,Balikpapan Kota,Bintang 3,166,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.146,"0,00",4.648,"0,00",5.146,"0,00",4.980,"0,00",5.146,"0,00",4.980,"0,00",5.146,"0,00",5.146,"0,00",4.980,"0,00",5.146,"0,00",4.980,"0,00",5.146,"0,00","0,00",2021
153,MAX ONE,Damai,Balikpapan Selatan,Bintang 3,30,43,3,4.883,10,4.197,3,5.322,38,4.626,13,4.647,3,5.250,16,4.236,14,4.288,28,5.021,26,5.528,25,5.340,18,5.623,197,58.961,59.158,3.009,4.886,2.671,4.207,3.372,5.325,3.074,4.664,3.081,4.660,3.333,5.253,3.100,4.252,3.057,4.302,3.350,5.049,3.520,5.554,3.352,5.365,3.465,5.641,38.384,59.158,930,"323,55",840,"317,98",930,"362,58",900,"341,56",930,"331,29",900,"370,33",930,"333,33",930,"328,71",900,"372,22",930,"378,49",900,"372,44",930,"372,58","350,42",2021
154,HORISON SAGITA,Klandasan Ilir,Balikpapan Kota,Bintang 3,79,79,13,2.095,46,1.757,18,2.195,0,1.957,1,2.380,2,2.941,0,1.830,0,2.346,0,1.933,2,3.161,0,3.120,0,0,82,25.715,25.797,1.971,2.108,1.767,1.803,2.123,2.213,1.764,1.957,1.899,2.381,2.292,2.943,1.512,1.830,1.830,2.346,1.360,1.933,2.413,3.163,2.575,3.120,,0,21.506,25.797,2.449,"80,48",2.212,"79,88",2.449,"86,69",2.370,"74,43",2.449,"77,54",2.370,"96,71",2.449,"61,74",2.449,"74,72",2.370,"57,38",2.449,"98,53",2.370,"108,65",2.449,"0,00","74,73",2021
155,MEGA LESTARI HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,155,237,0,1.161,0,807,0,1.978,0,2.025,0,1.893,0,1.978,0,1.336,0,2.344,0,1.374,0,1.675,0,1.692,0,2.184,0,20.447,20.447,719,1.161,601,807,1.970,1.978,1.058,2.025,1.067,1.893,1.970,1.978,804,1.336,1.456,2.344,786,1.374,855,1.675,1.191,1.692,1.141,2.184,13.618,20.447,4.805,"14,96",4.340,"13,85",4.805,"41,00",4.650,"22,75",4.805,"22,21",4.650,"42,37",4.805,"16,73",4.805,"30,30",4.650,"16,90",4.805,"17,79",4.650,"25,61",4.805,"23,75","24,02",2021
156,BEST INN,Gn. Bahagia,Balikpapan Selatan,Bintang 3,53,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.643,"0,00",1.484,"0,00",1.643,"0,00",1.590,"0,00",1.643,"0,00",1.590,"0,00",1.643,"0,00",1.643,"0,00",1.590,"0,00",1.643,"0,00",1.590,"0,00",1.643,"0,00","0,00",2021
157,THE STAR HILL,Damai Bahagia,Balikpapan Selatan,Bintang 3,133,197,0,226,0,174,0,260,0,218,0,282,0,350,0,266,0,294,0,352,0,410,0,456,0,582,0,3.870,3.870,113,226,87,174,130,260,109,218,141,282,175,350,133,266,147,294,176,352,205,410,228,456,291,582,1.935,3.870,4.123,"2,74",3.724,"2,34",4.123,"3,15",3.990,"2,73",4.123,"3,42",3.990,"4,39",4.123,"3,23",4.123,"3,57",3.990,"4,41",4.123,"4,97",3.990,"5,71",4.123,"7,06","3,98",2021
158,ROYAL SUITE HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,26,26,0,342,0,756,0,472,0,337,0,449,0,378,0,438,0,387,0,400,0,481,0,477,0,480,0,5.397,5.397,283,342,350,756,396,472,316,337,426,449,396,378,417,438,405,387,399,400,457,481,466,477,458,480,4.769,5.397,806,"35,11",728,"48,08",806,"49,13",780,"40,51",806,"52,85",780,"50,77",806,"51,74",806,"50,25",780,"51,15",806,"56,70",780,"59,74",806,"56,82","50,24",2021
159,ADHIKA BAHTERA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,155,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.805,"0,00",4.340,"0,00",4.805,"0,00",4.650,"0,00",4.805,"0,00",4.650,"0,00",4.805,"0,00",4.805,"0,00",4.650,"0,00",4.805,"0,00",4.650,"0,00",4.805,"0,00","0,00",2021
160,MIRAMA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,108,173,0,1.024,0,482,0,2.382,0,616,0,988,0,1.368,0,1.556,0,990,0,1.170,0,1.487,0,1.328,0,1.650,0,15.041,15.041,572,1.024,291,482,463,2.382,323,616,524,988,708,1.368,808,1.556,510,990,595,1.170,761,1.487,914,1.328,1.075,1.650,7.544,15.041,3.348,"17,08",3.024,"9,62",3.348,"13,83",3.240,"9,97",3.348,"15,65",3.240,"21,85",3.348,"24,13",3.348,"15,23",3.240,"18,36",3.348,"22,73",3.240,"28,21",3.348,"32,11","19,07",2021
161,HER HOTEL & TRADE CENTER,Gn. Samarinda,Balikpapan Utara,Bintang 3,154,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.774,"0,00",4.312,"0,00",4.774,"0,00",4.620,"0,00",4.774,"0,00",4.620,"0,00",4.774,"0,00",4.774,"0,00",4.620,"0,00",4.774,"0,00",4.620,"0,00",4.774,"0,00","0,00",2021
162,FAVE HOTEL,Damai,Balikpapan Selatan,Bintang 3,112,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.472,"0,00",3.136,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00",3.360,"0,00",3.472,"0,00","0,00",2021
163,D'PRIMA RUKO BANDAR,Klandasan Ulu,Balikpapan Kota,Bintang 3,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.511,"0,00",2.268,"0,00",2.511,"0,00",2.430,"0,00",2.511,"0,00",2.430,"0,00",2.511,"0,00",2.511,"0,00",2.430,"0,00",2.511,"0,00",2.430,"0,00",2.511,"0,00","0,00",2021
164,THE POINT HOTEL,Damai,Balikpapan Selatan,Bintang 2,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.023,"0,00",924,"0,00",1.023,"0,00",990,"0,00",1.023,"0,00",990,"0,00",1.023,"0,00",1.023,"0,00",990,"0,00",1.023,"0,00",990,"0,00",1.023,"0,00","0,00",2021
165,MIDTOWN XPRESS,Damai,Balikpapan Kota,Bintang 2,115,174,15,1.277,17,1.338,8,1.261,0,848,0,1.188,0,1.430,5,1.360,0,1.403,1,1.459,0,1.539,0,1.510,0,1.544,46,16.157,16.203,1.292,1.292,1.355,1.355,1.269,1.269,848,848,1.187,1.188,1.430,1.430,1.365,1.365,1.403,1.403,1.460,1.460,1.539,1.539,1.510,1.510,1.544,1.544,16.202,16.203,3.565,"36,24",3.220,"42,08",3.565,"35,60",3.450,"24,58",3.565,"33,30",3.450,"41,45",3.565,"38,29",3.565,"39,35",3.450,"42,32",3.565,"43,17",3.450,"43,77",3.565,"43,31","38,62",2021
166,SEVENSIX HOTEL,Gn. Bahagia,Balikpapan Selatan,Bintang 2,35,42,0,2.450,0,2.434,0,2.806,0,2.330,0,2.308,0,2.826,0,2.814,0,2.770,0,2.570,0,2.876,0,2.774,0,2.706,0,31.664,31.664,1.225,2.450,1.217,2.434,1.403,2.806,1.165,2.330,1.154,2.308,1.413,2.826,1.407,2.814,1.385,2.770,1.285,2.570,1.438,2.876,1.387,2.774,1.353,2.706,15.832,31.664,1.085,"112,90",980,"124,18",1.085,"129,31",1.050,"110,95",1.085,"106,36",1.050,"134,57",1.085,"129,68",1.085,"127,65",1.050,"122,38",1.085,"132,53",1.050,"132,10",1.085,"124,70","123,94",2021
167,BUANA LESTARI HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,50,58,0,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,670,434,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,670,1.550,"28,00",1.400,"0,00",1.550,"0,00",1.500,"0,00",1.550,"0,00",1.500,"0,00",1.550,"0,00",1.550,"0,00",1.500,"0,00",1.550,"0,00",1.500,"0,00",1.550,"0,00","2,33",2021
168,SEPINGGAN HOTEL,Sepinggan Raya,Balikpapan Selatan,Bintang 2,101,119,0,259,3,274,1,533,1,406,0,373,6,513,0,301,0,392,0,483,4,607,2,582,1,605,18,5.328,5.346,104,259,112,277,207,534,155,407,145,373,208,519,118,301,159,392,211,483,266,611,266,584,292,606,2.243,5.346,3.131,"3,32",2.828,"3,96",3.131,"6,61",3.030,"5,12",3.131,"4,63",3.030,"6,86",3.131,"3,77",3.131,"5,08",3.030,"6,96",3.131,"8,50",3.030,"8,78",3.131,"9,33","6,08",2021
