nama_hotel,kelurahan,kecamatan,bintang,jumlah_kamar,jumlah_tempat_tidur,tahun,bulan,wisman,wisnus,kmr,pax,rm_ava,okupansi
HOTEL HERLY,Damai,Balikpapan Selatan,Bintang 1,35,45,2023,05,0,0,0,0,1085,"0,00"
BANDARA INTERNATIONAL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,41,54,2023,05,0,0,0,0,1271,"0,00"
THE TANG HOTEL,Batu Ampar,Balikpapan Utara,Bintang 1,44,44,2023,05,0,0,0,0,1364,"0,00"
KEMALA BEACH RESORT,Prapatan,Balikpapan Selatan,Bintang 1,45,45,2023,05,0,0,0,0,1395,"0,00"
J- ICON HIP HOTEL,Damai Bahagia,Balikpapan Selatan,Melati,45,45,2023,05,0,0,638,0,1395,"45,73"
SEJATI HOTEL,Damai,Balikpapan Selatan,Melati,25,25,2023,05,0,382,0,382,775,"0,00"
ATHAR 88,Sungai Nangka,Balikpapan Selatan,Melati,74,74,2023,05,0,0,0,0,2294,"0,00"
CITRA RASA NUSANTARA,Klandasan Ilir,Balikpapan Selatan,Melati,78,123,2023,05,0,0,0,0,2418,"0,00"
ANDHIKA HOTEL,Marga Sari,Balikpapan Barat,Melati,17,29,2023,05,0,0,0,0,527,"0,00"
KHARISMA HOTEL,Marga Sari,Balikpapan Barat,Melati,8,8,2023,05,0,0,0,0,248,"0,00"
MAHAKAM HOTEL,Karang Rejo,Balikpapan Tengah,Melati,25,27,2023,05,0,284,0,284,775,"0,00"
GRAND SENYIUR HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,181,215,2024,05,75,8.379,4.954,8.454,5611,"88,29"
NOVOTEL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,198,267,2024,05,141,4.813,4.954,4.954,6138,"80,71"
GRAND JATRA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 5,215,296,2024,05,75,8.379,5.741,8.454,6665,"86,14"
FOUR POINS,Sepinggan Raya,Balikpapan Selatan,Bintang 4,138,168,2024,05,409,2.878,3.290,3.287,4278,"76,91"
PLATINUM HOTEL,Graha Indah,Balikpapan Utara,Bintang 4,200,312,2024,05,430,9.568,5.527,9.998,6200,"89,15"
BLUE SKY,Marga Sari,Balikpapan Barat,Bintang 4,122,140,2024,05,57,5.854,3.993,5.911,3782,"105,58"
PENTACITY HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,161,161,2024,05,127,10.285,5.018,10.412,4991,"100,54"
GRAND TJKORO,Sepinggan Raya,Balikpapan Selatan,Bintang 4,148,224,2024,05,209,4.460,3.526,4.669,4588,"76,85"
HORISON ULTIMA,Sepinggan,Balikpapan Selatan,Bintang 4,130,130,2024,05,2,5.213,2.769,5.215,4030,"68,71"
GOLDEN TULIP HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,2024,05,139,8.642,3.854,8.781,4650,"82,88"
SWISS BELL HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,230,350,2024,05,484,10.208,5.733,10.692,7130,"80,41"
GRAND TIGA MUSTIKA HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 4,116,196,2024,05,9,4.142,2.174,4.151,3596,"60,46"
ASTARA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,346,346,2024,05,226,14.915,7.259,15.141,10726,"67,68"
MENARA BAHTERA,Klandasan Ilir,Balikpapan Kota,Bintang 4,182,252,2024,05,0,0,0,0,5642,"0,00"
THE NEW BENAKUTAI,Klandasan Ilir,Balikpapan Kota,Bintang 4,112,166,2024,05,0,2.660,1.330,2.660,3472,"38,31"
GRAND TAN HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,2024,05,0,0,0,0,4650,"0,00"
LE GRANDEUR HOTEL,DAMAI,Balikpapan Selatan,Bintang 4,185,200,2024,05,0,0,0,0,5735,"0,00"
HER HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,154,200,2024,05,0,0,0,0,4774,"0,00"
QUEST HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 3,78,143,2024,05,0,3.341,2.044,3.341,2418,"84,53"
NEO+ HOTEL,Gn. Sari Ulu,Balikpapan Tengah,Bintang 3,101,134,2024,05,0,5.450,2.901,5.450,3131,"92,65"
D'PRIMA HOTEL,Damai,Balikpapan Selatan,Bintang 3,73,73,2024,05,0,0,0,0,2263,"0,00"
PACIFIC HOTEL,Gn. sari Ilir,Balikpapan Tengah,Bintang 3,99,143,2024,05,0,1.586,1.043,1.586,3069,"33,99"
WHIZ PRIME HOTEL,Damai,Balikpapan Kota,Bintang 3,154,187,2024,05,2,5.510,4.046,5.512,4774,"84,75"
BDI TOWN HOUSE,Gn. Bahagia,Balikpapan Selatan,Bintang 3,85,170,2024,05,62,3.032,1.547,3.094,2635,"58,71"
IBIS HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,155,237,2024,05,44,6.855,4.327,6.899,4805,"90,05"
SWISS BELL INN,Damai,Balikpapan Kota,Bintang 3,98,98,2024,05,7,3.822,3.851,3.829,3038,"126,76"
ZURICH HOTEL,Damai,Balikpapan Kota,Bintang 3,112,172,2024,05,3,2.811,2.812,2.814,3472,"80,99"
MAX ONE,Damai,Balikpapan Selatan,Bintang 3,115,170,2024,05,6,6.643,3.380,6.649,3565,"94,81"
HORISON SAGITA,Klandasan Ilir,Balikpapan Kota,Bintang 3,90,123,2024,05,0,3.897,2.263,3.897,2790,"81,11"
MEGA LESTARI HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,107,171,2024,05,0,4.209,2.266,4.209,3317,"68,31"
BEST INN,Gn. Bahagia,Balikpapan Selatan,Bintang 3,53,72,2024,05,0,0,0,0,1643,"0,00"
THE STAR HILL,Damai Bahagia,Balikpapan Selatan,Bintang 3,133,197,2024,05,0,504,252,504,4123,"6,11"
ROYAL SUITE HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,112,172,2024,05,0,485,444,485,3472,"12,79"
ADHIKA BAHTERA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,155,205,2024,05,2,1.183,967,1.185,4805,"20,12"
MIRAMA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,108,173,2024,05,0,1.810,1.342,1.810,3348,"40,08"
FAVE HOTEL,Damai,Balikpapan Selatan,Bintang 3,112,158,2024,05,0,0,0,0,3472,"0,00"
D'PRIMA RUKO BANDAR,Klandasan Ulu,Balikpapan Kota,Bintang 3,81,81,2024,05,0,0,0,0,2511,"0,00"
THE POINT HOTEL,Damai,Balikpapan Selatan,Bintang 2,30,39,2024,05,0,912,731,912,930,"78,60"
MIDTOWN XPRESS,Damai,Balikpapan Kota,Bintang 2,50,58,2024,05,18,1.482,1.500,1.500,1550,"96,77"
SEVENSIX HOTEL,Gn. Bahagia,Balikpapan Selatan,Bintang 2,51,56,2024,05,0,2.804,1.402,2.804,1581,"88,68"
BUANA LESTARI HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,50,58,2024,05,0,1.746,1.266,1.746,1550,"81,68"
SEPINGGAN HOTEL,Sepinggan Raya,Balikpapan Selatan,Bintang 2,32,50,2024,05,2,837,431,839,992,"43,45"
HAAI HOTEL,Gn. Bahagia,Balikpapan Selatan,Bintang 2,38,40,2024,05,0,55,55,55,1178,"4,67"
CITY HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 2,57,76,2024,05,5,564,569,569,1767,"32,20"
MUTIARA INDAH HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,38,40,2024,05,0,1.231,1.001,1.231,1178,"84,97"
D'PRIMA MT HARYONO,Damai,Balikpapan Kota,Bintang 2,112,112,2024,05,0,6.327,3.397,6.327,3472,"97,84"
AIQO,Klandasan Ilir,Balikpapan Kota,Bintang 1,51,57,2024,05,0,874,650,874,1581,"41,11"
BINTANG HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,68,68,2024,05,6,0,363,6,2108,"17,22"
BANDARA CITA AMADANA HOTEL,Sepinggan,Balikpapan Selatan,Bintang 1,41,54,2024,05,0,0,0,0,1271,"0,00"
NUANSA INDAH HOTEL,Damai,Balikpapan Kota,Bintang 1,166,244,2024,05,0,0,0,0,5146,"0,00"
HOTEL HERLY,Damai,Balikpapan Selatan,Bintang 1,35,45,2024,05,0,0,0,0,1085,"0,00"
BANDARA INTERNATIONAL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,41,54,2024,05,0,71,71,71,1271,"5,59"
THE TANG HOTEL,Batu Ampar,Balikpapan Utara,Bintang 1,44,44,2024,05,0,0,0,0,1364,"0,00"
KEMALA BEACH RESORT,Prapatan,Balikpapan Selatan,Bintang 1,45,45,2024,05,0,0,0,0,1395,"0,00"
J- ICON HIP HOTEL,Damai Bahagia,Balikpapan Selatan,Melati,45,45,2024,05,0,1.742,832,1.742,1395,"59,64"
SEJATI HOTEL,Damai,Balikpapan Selatan,Melati,25,25,2024,05,0,0,0,0,775,"0,00"
ATHAR 88,Sungai Nangka,Balikpapan Selatan,Melati,74,74,2024,05,0,0,0,0,2294,"0,00"
CITRA RASA NUSANTARA,Klandasan Ilir,Balikpapan Selatan,Melati,78,123,2024,05,0,0,0,0,2418,"0,00"
ANDHIKA HOTEL,Marga Sari,Balikpapan Barat,Melati,17,29,2024,05,0,0,0,0,527,"0,00"
MAHAKAM HOTEL,Karang Rejo,Balikpapan Tengah,Melati,25,27,2024,05,0,0,0,0,775,"0,00"
GRAND SENYIUR HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,181,215,2025,05,75,8.379,4.954,8.454,5611,"88,29"
NOVOTEL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,198,267,2025,05,141,4.813,4.954,4.954,6138,"80,71"
GRAND JATRA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 5,215,296,2025,05,70,6.306,4.580,6.376,6665,"68,72"
FOUR POINS,Sepinggan Raya,Balikpapan Selatan,Bintang 4,138,168,2025,05,409,2.878,3.290,3.287,4278,"76,91"
PLATINUM HOTEL,Graha Indah,Balikpapan Utara,Bintang 4,200,312,2025,05,465,6.780,4018,7.245,6200,"64,81"
BLUE SKY,Marga Sari,Balikpapan Barat,Bintang 4,122,140,2025,05,28,3.115,2.212,3.143,3782,"58,49"
PENTACITY HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,161,161,2025,05,27,8.019,3.815,8.046,4991,"76,44"
GRAND TJKORO,Sepinggan Raya,Balikpapan Selatan,Bintang 4,148,224,2025,05,103,3.447,1961,3.550,4588,"42,74"
HORISON ULTIMA,Sepinggan,Balikpapan Selatan,Bintang 4,130,130,2025,05,0,1.983,1284,1.983,4030,"31,86"
GOLDEN TULIP HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,2025,05,331,5.301,2.579,5.632,4650,"55,46"
SWISS BELL HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,230,350,2025,05,484,10.208,5.733,10.692,7130,"80,41"
GRAND TIGA MUSTIKA HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 4,116,196,2025,05,9,4.142,2.174,4.151,3596,"60,46"
ASTARA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,346,346,2025,05,336,8.044,4.983,8.380,10726,"46,46"
MENARA BAHTERA,Klandasan Ilir,Balikpapan Kota,Bintang 4,182,252,2025,05,0,0,0,0,5642,"0,00"
THE NEW BENAKUTAI,Klandasan Ilir,Balikpapan Kota,Bintang 4,112,166,2025,05,0,1.722,861,1.722,3472,"24,80"
GRAND TAN HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,2025,05,0,0,0,0,4650,"0,00"
LE GRANDEUR HOTEL,DAMAI,Balikpapan Selatan,Bintang 4,185,200,2025,05,0,0,0,0,5735,"0,00"
HER HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,154,200,2025,05,0,0,0,0,4774,"0,00"
QUEST HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 3,78,143,2025,05,0,3.341,2.044,3.341,2418,"84,53"
NEO+ HOTEL,Gn. Sari Ulu,Balikpapan Tengah,Bintang 3,101,134,2025,05,0,4.421,2257,4.421,3131,"72,09"
D'PRIMA HOTEL,Damai,Balikpapan Selatan,Bintang 3,81,81,2025,05,0,0,0,0,2511,"0,00"
PACIFIC HOTEL,Gn. sari Ilir,Balikpapan Tengah,Bintang 3,99,143,2025,05,0,1.586,1.043,1.586,3069,"33,99"
WHIZ PRIME HOTEL,Damai,Balikpapan Kota,Bintang 3,154,187,2025,05,8,5.503,3605,5.511,4774,"75,51"
BDI TOWN HOUSE,Gn. Bahagia,Balikpapan Selatan,Bintang 3,85,170,2025,05,33,4.509,1051,4.542,2635,"39,89"
IBIS HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,155,237,2025,05,0,0,4.327,0,4805,"90,05"
SWISS BELL INN,Damai,Balikpapan Kota,Bintang 3,98,98,2025,05,94,2.666,2757,2.760,3038,"90,75"
ZURICH HOTEL,Damai,Balikpapan Kota,Bintang 3,112,172,2025,05,3,2.811,2.812,2.814,3472,"80,99"
MAX ONE,Damai,Balikpapan Selatan,Bintang 3,115,170,2025,05,6,6.643,3.380,6.649,3565,"94,81"
HORISON SAGITA,Klandasan Ilir,Balikpapan Kota,Bintang 3,90,123,2025,05,0,1.983,1284,1.983,2790,"46,02"
MEGA LESTARI HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,107,171,2025,05,0,4.209,2.266,4.209,3317,"68,31"
BEST INN,Gn. Bahagia,Balikpapan Selatan,Bintang 3,53,72,2025,05,0,0,0,0,1643,"0,00"
THE STAR HILL,Damai Bahagia,Balikpapan Selatan,Bintang 3,133,197,2025,05,0,504,0,504,4123,"0,00"
ROYAL SUITE HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,26,26,2025,05,0,337,288,337,806,"35,73"
ADHIKA BAHTERA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,155,205,2025,05,2,1.183,967,1.185,4805,"20,12"
MIRAMA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,108,173,2025,05,0,1.810,1.342,1.810,3348,"40,08"
FAVE HOTEL,Damai,Balikpapan Selatan,Bintang 3,112,158,2025,05,0,0,0,0,3472,"0,00"
D'PRIMA RUKO BANDAR,Klandasan Ulu,Balikpapan Kota,Bintang 3,81,81,2025,05,0,0,0,0,2511,"0,00"
THE POINT HOTEL,Damai,Balikpapan Selatan,Bintang 2,30,39,2025,05,0,515,731,515,930,"78,60"
MIDTOWN XPRESS,Damai,Balikpapan Kota,Bintang 2,50,58,2025,05,19,1.336,1355,1.355,1550,"87,42"
SEVENSIX HOTEL,Gn. Bahagia,Balikpapan Selatan,Bintang 2,51,56,2025,05,0,2.344,1172,2.344,1581,"74,13"
BUANA LESTARI HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,50,58,2025,05,2,837,1.266,839,1550,"81,68"
SEPINGGAN HOTEL,Sepinggan Raya,Balikpapan Selatan,Bintang 2,32,50,2025,05,2,601,281,603,992,"28,33"
HAAI HOTEL,Gn. Bahagia,Balikpapan Selatan,Bintang 2,38,40,2025,05,0,43,43,43,1178,"3,65"
CITY HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 2,57,76,2025,05,3,220,223,223,1767,"12,62"
MUTIARA INDAH HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,38,40,2025,05,0,0,0,0,1178,"0,00"
D'PRIMA MT HARYONO,Damai,Balikpapan Kota,Bintang 2,112,112,2025,05,0,6.327,3.397,6.327,3472,"97,84"
AIQO,Klandasan Ilir,Balikpapan Kota,Bintang 2,51,57,2025,05,0,0,0,0,1581,"0,00"
BINTANG HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,68,68,2025,05,3,305,308,308,2108,"14,61"
BANDARA CITA AMADANA HOTEL,Sepinggan,Balikpapan Selatan,Bintang 1,41,54,2025,05,0,0,0,0,1271,"0,00"
NUANSA INDAH HOTEL,Damai,Balikpapan Kota,Bintang 1,166,244,2025,05,0,0,0,0,5146,"0,00"
HOTEL HERLY,Damai,Balikpapan Selatan,Bintang 1,35,45,2025,05,0,0,0,0,1085,"0,00"
BANDARA INTERNATIONAL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,41,54,2025,05,0,71,71,71,1271,"5,59"
THE TANG HOTEL,Batu Ampar,Balikpapan Utara,Bintang 1,44,44,2025,05,0,0,0,0,1364,"0,00"
KEMALA BEACH RESORT,Prapatan,Balikpapan Selatan,Bintang 1,45,45,2025,05,0,0,0,0,1395,"0,00"
J- ICON HIP HOTEL,Damai Bahagia,Balikpapan Selatan,Melati,45,45,2025,05,0,1.580,756,1.580,1395,"54,19"
SEJATI HOTEL,Damai,Balikpapan Selatan,Melati,25,25,2025,05,0,0,0,0,775,"0,00"
ATHAR 88,Sungai Nangka,Balikpapan Selatan,Melati,74,74,2025,05,0,0,0,0,2294,"0,00"
CITRA RASA NUSANTARA,Klandasan Ilir,Balikpapan Selatan,Melati,78,123,2025,05,0,0,0,0,2418,"0,00"
ANDHIKA HOTEL,Marga Sari,Balikpapan Barat,Melati,17,29,2025,05,0,0,0,0,527,"0,00"
MAHAKAM HOTEL,Karang Rejo,Balikpapan Tengah,Melati,25,27,2025,05,0,351,351,351,775,"45,29"
GRAND SENYIUR HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,181,221,2019,06,69,1.964,2.106,2.033,5611,"37,53"
NOVOTEL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,198,267,2019,06,577,5.144,4.347,5.721,6138,"70,82"
GRAND JATRA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 5,215,296,2019,06,577,5.144,4.647,5.721,6665,"69,72"
